ID,target
test_id_0,18.3820743560791
test_id_1,33.05842208862305
test_id_2,25.704511642456055
test_id_3,17.144561767578125
test_id_4,30.912004470825195
test_id_5,1.1782387495040894
test_id_6,30.55527114868164
test_id_7,28.74538230895996
test_id_8,45.148555755615234
test_id_9,25.86886215209961
test_id_10,34.56789016723633
test_id_11,24.490947723388672
test_id_12,35.50282669067383
test_id_13,14.36937427520752
test_id_14,19.54469871520996
test_id_15,34.42890930175781
test_id_16,33.16171646118164
test_id_17,26.180448532104492
test_id_18,29.36813735961914
test_id_19,28.87564468383789
test_id_20,45.30274963378906
test_id_21,30.878515243530273
test_id_22,24.19132423400879
test_id_23,30.059959411621094
test_id_24,18.64818000793457
test_id_25,32.37932205200195
test_id_26,30.352767944335938
test_id_27,28.7413330078125
test_id_28,29.875967025756836
test_id_29,66.1675796508789
test_id_30,6.311701774597168
test_id_31,20.08797264099121
test_id_32,15.208549499511719
test_id_33,22.571500778198242
test_id_34,20.357208251953125
test_id_35,20.08797264099121
test_id_36,23.006378173828125
test_id_37,26.918983459472656
test_id_38,40.46261978149414
test_id_39,48.90811538696289
test_id_40,30.374916076660156
test_id_41,52.59893035888672
test_id_42,23.295621871948242
test_id_43,80.24520111083984
test_id_44,52.03900146484375
test_id_45,21.440265655517578
test_id_46,27.223051071166992
test_id_47,26.918983459472656
test_id_48,26.320526123046875
test_id_49,49.72347640991211
test_id_50,43.16796875
test_id_51,67.67101287841797
test_id_52,22.274181365966797
test_id_53,29.059022903442383
test_id_54,19.97041130065918
test_id_55,30.931379318237305
test_id_56,31.098390579223633
test_id_57,32.0067138671875
test_id_58,27.650774002075195
test_id_59,31.718812942504883
test_id_60,32.42557144165039
test_id_61,30.374916076660156
test_id_62,22.839008331298828
test_id_63,21.618011474609375
test_id_64,18.892314910888672
test_id_65,24.463708877563477
test_id_66,19.769350051879883
test_id_67,20.789657592773438
test_id_68,22.14453125
test_id_69,19.419811248779297
test_id_70,28.40121841430664
test_id_71,24.463708877563477
test_id_72,25.704511642456055
